カード番号,カード名,フリガナ,レアリティ,種類,色,コスト/ライフ種別,コスト/ライフ値,パワー,カウンター,属性,特徴,ブロック,効果テキスト,トリガー,入手情報,ImageFileID,ImageFileID_small
OP02-080,ドボン,ドボン,C,CHARACTER,紫,コスト,2,4000,1000,打,百獣海賊団/SMILE,1,-,,頂上決戦【OP-02】,dummy.gif,
OP02-081,ドミノ,ドミノ,C,CHARACTER,紫,コスト,2,2000,1000,知,インペルダウン,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,頂上決戦【OP-02】,dummy.gif,
OP02-082,バーンディ・ワールド,バーンディワールド,UC,CHARACTER,紫,コスト,8,8000,-,打,ワールド海賊団,1,【起動メイン】ドン‼-8(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：このキャラは、このターン中、パワー+792000。,,頂上決戦【OP-02】,dummy.gif,
OP02-083,ハンニャバル,ハンニャバル,R,CHARACTER,紫,コスト,1,2000,1000,斬,インペルダウン,1,【登場時】自分のデッキの上から5枚を見て、「ハンニャバル」以外の紫の特徴《インペルダウン》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,頂上決戦【OP-02】,dummy.gif,
OP02-084,ブルゴリ,ブルゴリ,C,CHARACTER,紫,コスト,1,3000,1000,斬,動物/インペルダウン,1,-,,頂上決戦【OP-02】,dummy.gif,
OP02-085,マゼラン,マゼラン,SR,CHARACTER,紫,コスト,5,6000,-,特,インペルダウン,1,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手は自身の場のドン‼1枚をドン‼デッキに戻す。【相手のターン中】このキャラがKOされた時、相手は自身の場のドン‼2枚をドン‼デッキに戻す。,,頂上決戦【OP-02】,dummy.gif,
OP02-085,マゼラン,マゼラン,SR,CHARACTER,紫,コスト,5,6000,-,特,インペルダウン,1,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手は自身の場のドン‼1枚をドン‼デッキに戻す。【相手のターン中】このキャラがKOされた時、相手は自身の場のドン‼2枚をドン‼デッキに戻す。,,頂上決戦【OP-02】,dummy.gif,
OP02-085,マゼラン,マゼラン,SPカード,CHARACTER,紫,コスト,5,6000,-,特,インペルダウン,1,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手は自身の場のドン‼1枚をドン‼デッキに戻す。【相手のターン中】このキャラがKOされた時、相手は自身の場のドン‼2枚をドン‼デッキに戻す。,,謀略の王国【OP-04】,dummy.gif,
OP02-086,ミノコアラ,ミノコアラ,UC,CHARACTER,紫,コスト,4,5000,1000,打,インペルダウン/獄卒獣,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、ドン‼デッキからドン‼1枚までをレストで追加する。,,頂上決戦【OP-02】,dummy.gif,
OP02-086,ミノコアラ,ミノコアラ,UC,CHARACTER,紫,コスト,4,5000,1000,打,インペルダウン/獄卒獣,1,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、ドン‼デッキからドン‼1枚までをレストで追加する。,,頂上決戦【OP-02】,dummy.gif,
OP02-087,ミノタウロス,,UC,CHARACTER,紫,コスト,4,5000,1000,打,インペルダウン/獄卒獣,1,【ダブルアタック】(このカードが与えるダメージは2になる)【KO時】自分のリーダーが特徴《インペルダウン》を持つ場合、ドン‼デッキからドン‼1枚までをレストで追加する。,,頂上決戦【OP-02】,dummy.gif,
OP02-088,SPHINX,,C,CHARACTER,紫,コスト,4,6000,1000,打,動物/インペルダウン,1,-,,頂上決戦【OP-02】,dummy.gif,
OP02-089,地獄の審判,ジゴクノシンパン,R,EVENT,紫,コスト,2,-,-,-,インペルダウン,1,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-089,地獄の審判,ジゴクノシンパン,R,EVENT,紫,コスト,2,-,-,-,インペルダウン,1,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-089,地獄の審判,ジゴクノシンパン,R,EVENT,紫,コスト,2,-,-,-,インペルダウン,1,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-089,地獄の審判,ジゴクノシンパン,R,EVENT,紫,コスト,2,-,-,-,インペルダウン,1,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-089,地獄の審判,ジゴクノシンパン,R,EVENT,紫,コスト,2,-,-,-,インペルダウン,1,【カウンター】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のリーダーかキャラ合計2枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,頂上決戦【OP-02】,dummy.gif,
OP02-090,毒竜,ドクリュウ,UC,EVENT,紫,コスト,1,-,-,-,インペルダウン,1,【メイン】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のキャラ1枚までを、このターン中、パワー-3000。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,頂上決戦【OP-02】,dummy.gif,
OP02-091,毒の道,,C,EVENT,紫,コスト,3,-,-,-,インペルダウン,1,【メイン】ドン‼デッキからドン‼1枚までをアクティブで追加する。,【】相手の場にドン‼が6枚以上ある場合、相手は自身の場のドン‼1枚をドン‼デッキに戻す。,頂上決戦【OP-02】,dummy.gif,
OP02-092,インペルダウン,インペルダウン,C,STAGE,紫,コスト,1,-,-,-,インペルダウン,1,【起動メイン】自分の手札1枚を捨て、このステージをレストにできる：自分のデッキの上から3枚を見て、特徴《インペルダウン》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,頂上決戦【OP-02】,dummy.gif,
OP02-093,スモーカー,スモーカー,L,LEADER,黒,ライフ,5,5000,-,特,海軍,1,【ドン‼×1】【起動メイン】【ターン1回】相手のキャラ1枚までを、このターン中、コスト-1。その後、コスト0のキャラがいる場合、このリーダーは、このターン中、パワー+1000。,,頂上決戦【OP-02】,dummy.gif,
OP02-093,スモーカー,スモーカー,L,LEADER,黒,ライフ,5,5000,-,特,海軍,1,【ドン‼×1】【起動メイン】【ターン1回】相手のキャラ1枚までを、このターン中、コスト-1。その後、コスト0のキャラがいる場合、このリーダーは、このターン中、パワー+1000。,,頂上決戦【OP-02】,dummy.gif,
OP02-093,スモーカー,スモーカー,L,LEADER,黒,ライフ,5,5000,-,特,海軍,1,【ドン‼×1】【起動メイン】【ターン1回】相手のキャラ1枚までを、このターン中、コスト-1。その後、コスト0のキャラがいる場合、このリーダーは、このターン中、パワー+1000。,,スタートデッキ 黒 スモーカー【ST-19】,dummy.gif,
OP02-094,イスカ,,UC,CHARACTER,黒,コスト,3,4000,1000,斬,海軍,1,【ドン‼×1】【ターン1回】このキャラのバトルによって相手のキャラをKOした時、このキャラをアクティブにする。,,頂上決戦【OP-02】,dummy.gif,
OP02-095,オニグモ,オニグモ,UC,CHARACTER,黒,コスト,5,6000,1000,斬,海軍,1,コスト0のキャラがいる場合、このキャラは【バニッシュ】を得る。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,頂上決戦【OP-02】,dummy.gif,
OP02-096,クザン,,SR,CHARACTER,黒,コスト,4,5000,-,特,海軍,1,【登場時】カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-096,クザン,,SR,CHARACTER,黒,コスト,4,5000,-,特,海軍,1,【登場時】カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-096,クザン,,SR,CHARACTER,黒,コスト,4,5000,-,特,海軍,1,【登場時】カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,頂上決戦【OP-02】,dummy.gif,
OP02-096,クザン,,SR,CHARACTER,黒,コスト,4,5000,-,特,海軍,1,【登場時】カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,頂上決戦【OP-02】,dummy.gif,
OP02-096,クザン,,SR,CHARACTER,黒,コスト,4,5000,-,特,海軍,1,【登場時】カード1枚を引く。【アタック時】相手のキャラ1枚までを、このターン中、コスト-4。,,チャンピオンシップ2023 1次予選エリア大会 ベスト8記念品,dummy.gif,
OP02-097,コーミル,,C,CHARACTER,黒,コスト,1,3000,1000,斬,海軍,1,-,,頂上決戦【OP-02】,dummy.gif,
OP02-098,コビー,,R,CHARACTER,黒,コスト,3,4000,1000,打,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,dummy.gif,
OP02-098,コビー,,R,CHARACTER,黒,コスト,3,4000,1000,打,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,,ONE PIECEカードゲーム プロモーションパックVol.3,dummy.gif,
OP02-098,コビー,,R,CHARACTER,黒,コスト,3,4000,1000,打,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,,フラッグシップバトル2023 7月ベスト8記念品,dummy.gif,
OP02-098,コビー,,R,CHARACTER,黒,コスト,3,4000,1000,打,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、KOする。,,スタートデッキ 黒 スモーカー【ST-19】,dummy.gif,
OP02-099,サカズキ,サカズキ,SR,CHARACTER,黒,コスト,6,7000,-,特,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-099,サカズキ,サカズキ,SR,CHARACTER,黒,コスト,6,7000,-,特,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。,,ONE PIECE CARD THE BEST【PRB-01】,dummy.gif,
OP02-099,サカズキ,サカズキ,SR,CHARACTER,黒,コスト,6,7000,-,特,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,dummy.gif,
OP02-099,サカズキ,サカズキ,SR,CHARACTER,黒,コスト,6,7000,-,特,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】,dummy.gif,
OP02-099,サカズキ,サカズキ,SR,CHARACTER,黒,コスト,6,7000,-,特,海軍,1,【登場時】自分の手札1枚を捨てることができる：相手のコスト5以下のキャラ1枚までを、KOする。,,チャンピオンシップ2023 1次予選決勝大会 ベスト32記念品,dummy.gif,
